cluster,gene,logfoldchanges,pvals_adj,scores
1,axo9.G2A,-0.15524875,0.03402193884782804,-2.1976829
1,axo14.A10A,-0.30093426,0.030354352344508263,-2.2436347
1,axo15.G1B,-0.40387103,0.02549847798084111,-2.3128295
1,axo10.A7,-0.047381256,0.02407641834673204,-2.3355246
1,axo2.G10,-0.27651167,0.021141570972230413,-2.384505
1,axo3.G1,-0.30646032,0.02081497364772886,-2.3906035
1,axo9.D12A,-0.1390877,0.01977838479032069,-2.4100506
1,axo11.A4B,-0.23823942,0.019638619121779624,-2.4130108
1,axo2.A12,-0.48440963,0.019000319556510825,-2.4265237
1,axo11.F2B,-0.10741506,0.018938419763555397,-2.4284558
1,axo10.E9,-0.12691054,0.01732700939508506,-2.4620187
1,axo4.H4,-0.2621811,0.01709027103892868,-2.4676924
1,axo10.C6B,-0.15239514,0.01687694699972935,-2.4725575
1,axo2.H6,-0.3256805,0.016316049474142804,-2.4857278
1,axo8.A10B,-0.31126258,0.014545183440321807,-2.528925
1,axo14.C3A,-0.3482,0.01425067538291064,-2.5372026
1,axo3.B5,-0.26179728,0.013847919172971523,-2.5475907
1,axo9.G1A,-0.1707888,0.01313832460371806,-2.5662565
1,axo10.D5,-0.15587816,0.010047272664099549,-2.6611753
1,axo8.D2B,-0.21171355,0.009857747592776259,-2.668658
1,axo2.D11,-0.35883155,0.00890297123308536,-2.7041256
1,axo3.A12,-0.25173426,0.008771696877145956,-2.7097719
1,axo23.G10B,-0.3877844,0.007329597302388906,-2.7691681
1,axo3.D2,-0.43821612,0.006888518293615159,-2.7900267
1,axo3.E3,-0.3952716,0.005803092498345282,-2.8457773
1,axo10.B1,-0.18630183,0.005311127493196684,-2.8742144
1,axo8.B3B,-0.275823,0.0045401551364468735,-2.9250863
1,axo10.E11,-0.099713944,0.004338092395822922,-2.9399009
1,axo4.G9,-0.66139567,0.002669655302087944,-3.0901453
1,axo3.E4,-0.5233598,0.002532173079608648,-3.1064677
1,axo9.E12A,-0.26219705,0.0018907718239911258,-3.194068
1,axo8.D10A,-0.39180574,0.0017065626865120495,-3.2248213
1,axo8.D3A,-0.3829368,0.0016825707761528065,-3.2291932
1,axo3.A11,-0.24622433,0.0015385224652032542,-3.2556567
1,axo8.B7A,-0.29705283,0.001527812883029355,-3.2579591
1,axo8.E5B,-0.462964,0.001467926891355921,-3.2696083
1,axo3.H10,-0.62893695,0.0013818637184443345,-3.2876163
1,axo21.D11A,-0.63985956,0.001304529196528561,-3.304432
1,axo4.H11,-0.45835906,0.001189026426888425,-3.3312793
1,axo2.D6,-0.44611084,0.0011759275745337006,-3.334678
1,axo10.E2,-0.03415073,0.0010831927415558375,-3.3584008
1,axo10.D9B,-0.370675,0.0008940026775179356,-3.4126577
1,axo14.D12A,-0.46236524,0.0008281645411058514,-3.4337628
1,axo11.G1B,-0.16651726,0.0005477768710858434,-3.5466895
1,axo10.G12,-0.20146823,0.0005146059470637579,-3.5637243
1,axo23.F10B,-0.46548322,0.00046906305718622264,-3.588571
1,axo14.D7A,-0.36308792,0.00041069365492309965,-3.6242855
1,axo8.F1A,-0.26701224,0.00036097155412340067,-3.65841
1,axo3.C7,-0.40524098,0.00035074620957101585,-3.6663725
1,axo21.E11B,-0.5124682,0.0003263112442733948,-3.6851068
1,axo16.B11B,-0.37745962,0.0003221562101074258,-3.68867
1,axo14.C5A,-0.64833695,0.0002995772213643025,-3.7077196
1,axo8.F10A,-0.5910751,0.00026237951505677016,-3.7420635
1,axo3.E12,-0.56894666,0.00020405102862825557,-3.8059409
1,axo2.B11,-0.52992195,0.00020356095324770192,-3.8068318
1,axo14.E3A,-0.5044839,0.00016946914595542185,-3.8522353
1,axo23.D10B,-0.473197,0.00016325457360729967,-3.861664
1,axo9.H1A,-0.33157536,0.00015793492997713565,-3.870627
1,axo8.F7A,-0.39284992,0.00012505896447504887,-3.9283102
1,axo10.E10,-0.12408739,0.0001246124804687882,-3.9294612
1,axo8.G5A,-0.4936629,0.00012440849278724927,-3.9301465
1,axo16.H4B,-0.50500727,0.00012426870698213876,-3.9307084
1,axo3.C4,-0.43276018,9.928222564726646e-05,-3.9852118
1,axo3.A5,-0.686437,7.810385701641298e-05,-4.0429635
1,axo14.E5A,-0.38700125,6.373539300159424e-05,-4.09093
1,axo8.C6A,-0.4771637,6.10321159459063e-05,-4.101537
1,axo3.H9,-0.591689,5.3283674549506934e-05,-4.1336884
1,axo8.G7A,-0.49156186,5.014523312955399e-05,-4.148462
1,axo14.F8A,-0.6099787,4.1606044101185724e-05,-4.192701
1,axo11.A8B,-0.34563267,3.548518301724267e-05,-4.22921
1,axo3.H8,-0.40648818,2.991322349772876e-05,-4.268885
1,axo9.F11A,-0.30663002,2.951425845908105e-05,-4.2721605
1,axo8.F4A,-0.46201965,2.661366555719919e-05,-4.2960067
1,axo16.C9B,-0.44319838,2.5391377669515024e-05,-4.306984
1,axo23.H10B,-0.5627651,2.403532122773617e-05,-4.3196745
1,axo14.H6A,-0.71813583,2.274057199192599e-05,-4.3321595
1,axo9.H2A,-0.37946093,2.2188423199395285e-05,-4.337847
1,axo14.B8A,-0.36226922,2.0769944992119042e-05,-4.3529086
1,axo8.A8B,-0.42104754,1.7209255406577202e-05,-4.395338
1,axo14.H8A,-0.6589291,1.6629611344371532e-05,-4.4030538
1,axo14.A12A,-0.66939414,1.3226928667101633e-05,-4.4535556
1,axo8.C12B,-0.589712,1.0143896413226504e-05,-4.5112796
1,axo8.C9A,-0.61242676,9.123616409539043e-06,-4.534537
1,axo3.F3,-0.5467899,5.913826660787522e-06,-4.6271253
1,axo3.C2,-0.6612688,4.885274634743271e-06,-4.666828
1,axo10.F2B,-0.40362793,2.811138783639632e-06,-4.7810426
1,axo14.G7A,-0.61924374,2.4896580569765265e-06,-4.8059306
1,axo14.E11A,-0.75747925,2.134538519990227e-06,-4.837424
1,axo3.C6,-0.6787082,1.9533022815740903e-06,-4.855569
1,axo8.D5A,-0.63713837,1.939496843506927e-06,-4.8572407
1,axo3.F9,-0.6293436,1.364120676278622e-06,-4.927546
1,axo10.D4,-0.4269498,1.31971461028837e-06,-4.9342747
1,axo10.F12,-0.3245796,1.31971461028837e-06,-4.9342885
1,axo8.F3A,-0.57751703,1.2676967482699515e-06,-4.9426484
1,axo10.A3B,-0.41352114,1.1670420834547494e-06,-4.9590116
1,axo4.H7,-0.8064469,1.1192473672930948e-06,-4.9676595
1,axo9.D6A,-0.4693171,9.774861538319333e-07,-4.9946575
1,axo8.G3A,-0.47666064,8.973075020524371e-07,-5.0116787
1,axo14.B2A,-0.87511325,6.526537580587245e-07,-5.072843
1,axo14.D9A,-0.9043223,6.394824045408051e-07,-5.0769815
1,axo8.E3A,-0.52530986,4.4862810930296053e-07,-5.145505
1,axo14.G12A,-0.72744465,4.469952453968294e-07,-5.1464505
1,axo2.A2,-0.6351943,3.9913311873401433e-07,-5.168186
1,axo10.C4,-0.30883127,3.323471892514502e-07,-5.203092
1,axo23.C10B,-0.67313564,2.999236980679902e-07,-5.222909
1,axo3.G12,-0.5062092,2.7577902522007235e-07,-5.2389436
1,axo3.C11,-0.5323915,2.3937730408810543e-07,-5.26527
1,axo3.B4,-0.4711942,1.7874709865571742e-07,-5.3194447
1,axo3.A3,-0.4895482,1.6188782708860156e-07,-5.3376994
1,axo8.F2A,-0.6470244,1.4011961947037686e-07,-5.3646016
1,axo16.F6B,-0.4558513,1.3929037385616516e-07,-5.365931
1,axo3.C8,-0.6418883,1.2670293716714038e-07,-5.3835144
1,axo10.G9B,-0.4887763,1.2554837012900568e-07,-5.3854194
1,axo23.G2B,-0.7362187,1.1539306311263922e-07,-5.4013443
1,axo9.C6A,-0.479064,1.0444700154974967e-07,-5.4197083
1,axo9.D9A,-0.4973582,1.0162455190002387e-07,-5.425122
1,axo14.F12A,-0.6540391,9.841470167383805e-08,-5.431111
1,axo14.F5A,-0.7028588,7.218112106299555e-08,-5.487711
1,axo14.B3A,-0.7668289,6.497310219823232e-08,-5.506788
1,axo8.E10A,-0.7815552,6.079105717414182e-08,-5.518752
1,axo8.H5A,-0.81251884,5.556012846634832e-08,-5.535321
1,axo2.G6,-0.66488147,5.234257979908055e-08,-5.546545
1,axo8.D7B,-0.6142443,4.4453209832188236e-08,-5.575832
1,axo9.G12A,-0.4309362,4.4059286384422485e-08,-5.577641
1,axo10.D3,-0.55366355,3.628112810135489e-08,-5.6118617
1,axo2.G4,-0.7709133,3.187002328770988e-08,-5.635283
1,axo3.F4,-0.74294823,2.146614999428739e-08,-5.705067
1,axo2.B3,-0.8904921,1.9675794964870335e-08,-5.7201424
1,axo8.E12B,-0.784488,1.7518822207681284e-08,-5.7406173
1,axo10.A12,-0.54317075,1.6960484430973394e-08,-5.7466197
1,axo3.E10,-0.6863795,1.0369638627985416e-08,-5.8316164
1,axo8.D3B,-0.80806696,9.760794407906632e-09,-5.8422236
1,axo4.F12,-0.9231306,9.50315199286794e-09,-5.846938
1,axo8.B4A,-0.78408015,8.141757257110116e-09,-5.874183
1,axo14.C9A,-0.7921967,7.168925612791529e-09,-5.8957543
1,axo8.A3A,-0.8168007,6.971763116729669e-09,-5.9006195
1,axo2.A7,-0.81983125,4.59382225541077e-09,-5.971418
1,axo23.H1B,-0.7346118,4.302984513952875e-09,-5.9823403
1,axo3.F10,-0.6877403,4.047548431824257e-09,-5.9928246
1,axo10.F4,-0.3671102,3.905866892299094e-09,-5.999142
1,axo16.A4B,-0.6720804,2.6050389993231185e-09,-6.0661583
1,axo3.C3,-0.8799689,2.2497285404059893e-09,-6.0904703
1,axo14.H2A,-0.8468812,2.090848854716658e-09,-6.102448
1,axo14.H5A,-0.9656861,1.6027133647331517e-09,-6.1453166
1,axo23.D2B,-0.77612555,1.520329263825324e-09,-6.15395
1,axo9.E3A,-0.5894386,1.2825717906566465e-09,-6.1811132
1,axo9.C2A,-0.5204186,1.1884705588637528e-09,-6.193516
1,axo8.B7B,-0.68107367,9.029816128732312e-10,-6.237316
1,axo3.E11,-0.8154645,9.029816128732312e-10,-6.237357
1,axo9.G7A,-0.5236434,8.287369612048157e-10,-6.2512536
1,axo14.H4A,-0.7967315,7.515378396826922e-10,-6.2667675
1,axo3.E8,-0.82117575,7.272280138812131e-10,-6.2724137
1,axo14.C8A,-0.8956127,7.105909312143849e-10,-6.2762785
1,axo2.G1,-0.85936147,5.893329720803099e-10,-6.306374
1,axo2.H5,-0.99350154,5.869019248153797e-10,-6.307278
1,axo2.D9,-0.80577797,3.289331270745749e-10,-6.3973727
1,axo9.F4A,-0.5576607,1.655101380966828e-10,-6.5035567
1,axo8.G12B,-0.8567058,1.2965429849342774e-10,-6.5412173
1,axo14.H1A,-1.1190292,1.1613882767894346e-10,-6.5581837
1,axo8.B5B,-0.8472985,9.816281262003079e-11,-6.5834827
1,axo9.C5A,-0.49981675,8.283406498033819e-11,-6.6091924
1,axo8.F5A,-1.0226985,7.921898031330635e-11,-6.6160583
1,axo9.F6A,-0.6009413,5.639842013591725e-11,-6.666917
1,axo10.F9B,-0.523773,4.624225131003054e-11,-6.696793
1,axo14.F10A,-0.7419009,3.836089211021543e-11,-6.7251067
1,axo9.H6A,-0.71968836,2.6536454617732925e-11,-6.77961
1,axo9.H4A,-0.686196,2.4377582291622674e-11,-6.792123
1,axo3.D3,-0.925361,2.2214757251920136e-11,-6.8057723
1,axo9.F2A,-0.7018939,1.1800598606136134e-11,-6.898087
1,axo14.D2A,-1.0837896,6.216057152012229e-12,-6.990169
1,axo8.H1B,-0.55186284,5.805721225575572e-12,-7.0002694
1,axo9.H10A,-0.58222926,5.515063591809976e-12,-7.007725
1,axo16.C9,-0.66787606,4.142492259532063e-12,-7.0492496
1,axo10.F10,-0.60650724,3.202788217239882e-12,-7.085759
1,axo14.G6A,-1.1679733,2.990452069975989e-12,-7.0955167
1,axo8.C2A,-0.8981841,2.672979356774803e-12,-7.1115513
1,axo8.D7A,-0.8815601,2.6259784465592077e-12,-7.114265
1,axo14.G8A,-1.0192826,2.4868619901120834e-12,-7.1220355
1,axo9.G3A,-0.5320498,1.449210077068622e-12,-7.197397
1,axo9.H11A,-0.59497404,8.849474721205978e-13,-7.265702
1,axo8.A2B,-0.8393276,5.563983730553552e-13,-7.328428
1,axo23.B1B,-0.8552463,4.4262137991819345e-13,-7.359825
1,axo23.B9B,-1.0174723,3.8636773370107116e-13,-7.379012
1,axo23.C9B,-1.046999,2.7058358518173813e-13,-7.427362
1,axo14.G5A,-0.88021356,2.2725189136213265e-13,-7.451222
1,axo9.C4A,-0.41790456,2.2149740658632842e-13,-7.4551415
1,axo3.G10,-1.0370586,2.1596344012793e-13,-7.458746
1,axo23.C2B,-0.9076549,1.956173744046402e-13,-7.4723134
1,axo3.D11,-0.9260654,1.7901741509747087e-13,-7.4845104
1,axo10.C11,-0.5789801,1.070135351892597e-13,-7.5534177
1,axo14.D3A,-1.1081882,9.827953964066702e-14,-7.564765
1,axo23.A10B,-0.8838096,9.26312383494031e-14,-7.5727277
1,axo14.F4A,-1.0009505,8.819146695813245e-14,-7.5796485
1,axo9.D3A,-0.7413268,7.33395956678281e-14,-7.604358
1,axo14.B6A,-1.0715535,3.9529607475225875e-14,-7.6855307
1,axo9.C7A,-0.8036229,3.454389106155763e-14,-7.7030454
1,axo8.C1B,-0.87330025,3.2001945008826633e-14,-7.713077
1,axo16.C2,-0.51193064,2.5705636856860796e-14,-7.741802
1,axo2.A3,-1.0036184,8.833721521952916e-15,-7.8786297
1,axo14.A3A,-1.0337031,4.944403401794586e-15,-7.952484
1,axo8.B8A,-0.9677615,4.1308746475534985e-15,-7.975549
1,axo4.H1,-1.2570705,3.273103735133538e-15,-8.004521
1,axo23.C6B,-1.1010354,3.2211316630540218e-15,-8.006768
1,axo9.F9A,-0.7886033,1.9207477130199957e-15,-8.071524
1,axo3.A8,-0.8795207,1.4121365921845593e-15,-8.11102
1,axo23.E4B,-0.97256625,1.2307258768703556e-15,-8.128205
1,axo3.G9,-0.8273472,1.038176671788994e-15,-8.14916
1,axo14.H7A,-0.92664105,1.038176671788994e-15,-8.149298
1,axo14.G11A,-1.1233352,1.005198456567639e-15,-8.153848
1,axo14.B7A,-1.1821097,5.515617563209167e-16,-8.226934
1,axo3.C12,-0.9154048,5.048416199679863e-16,-8.238104
1,axo9.E8A,-0.8487968,4.83827672639626e-16,-8.243476
1,axo9.F1A,-0.5035344,4.760666321412491e-16,-8.245696
1,axo3.A6,-1.1979496,1.7924657312468126e-16,-8.36283
1,axo23.A5B,-1.1348362,1.2778261753063734e-16,-8.403793
1,axo3.D6,-0.9906344,1.0000136141918855e-16,-8.433669
1,axo3.A1,-0.9916729,9.646850296075466e-17,-8.438165
1,axo9.H9A,-0.8041199,3.94565599164726e-17,-8.543211
1,axo14.B11A,-1.0790973,3.3695907087363526e-17,-8.562
1,axo14.F11A,-1.179623,2.811572716622604e-17,-8.583133
1,axo14.D5A,-1.2131497,2.521531040486986e-17,-8.595933
1,axo14.H3A,-1.2816321,2.3911001859658416e-17,-8.602319
1,axo9.H3A,-0.94964325,1.090816711966673e-17,-8.694237
1,axo9.A12A,-1.0099076,3.2062671528411814e-18,-8.833366
1,axo2.A10,-1.1597497,1.592252523486341e-18,-8.9124565
1,axo3.D8,-1.1763237,1.434079163603181e-18,-8.924338
1,axo3.E6,-1.0940055,8.433229939035753e-19,-8.983213
1,axo9.C11A,-0.7802282,8.433229939035753e-19,-8.983474
1,axo23.B2B,-1.0851631,4.636139869096301e-19,-9.050243
1,axo3.B1,-0.9236033,2.510605459000246e-19,-9.118739
1,axo9.A8A,-0.9570435,1.0274466100769699e-19,-9.216262
1,axo9.E1A,-0.89657825,9.663522047068077e-20,-9.223429
1,axo9.E2A,-1.0179563,5.798919275695886e-20,-9.2786045
1,axo2.G3,-1.222182,5.327306599426818e-20,-9.287937
1,axo14.A11A,-1.2869804,1.4521686945528156e-20,-9.427396
1,axo9.E7A,-1.0034832,1.358164451697653e-20,-9.435016
1,axo3.F8,-1.168714,1.1415423546279682e-20,-9.45412
1,axo9.C12A,-0.9563872,9.419488684274247e-21,-9.474814
1,axo14.B10A,-1.2538898,6.371836111982942e-21,-9.516148
1,axo23.D8B,-1.3905902,2.2667510659633697e-21,-9.625757
1,axo23.F4B,-1.2221951,2.020968263751886e-21,-9.637858
1,axo23.D11B,-1.3546116,1.423011950629253e-21,-9.675368
1,axo9.E5A,-0.9428506,9.128034107430741e-22,-9.721937
1,axo3.G7,-1.1998388,7.396401516930641e-22,-9.743645
1,axo14.D6A,-1.2711301,5.430410847825795e-22,-9.775933
1,axo23.F9B,-1.0827789,4.815432780098135e-22,-9.7887335
1,axo14.G9A,-1.2674671,5.575154760297324e-23,-10.007296
1,axo23.E8B,-1.2558193,6.626902101650511e-24,-10.220445
1,axo23.F1B,-1.2129037,4.6719226534846724e-24,-10.255268
1,axo14.B4A,-1.3031158,3.537775854852028e-24,-10.282431
1,axo9.G8A,-0.98740524,3.0202364289504025e-24,-10.298328
1,axo3.F6,-1.314411,8.811842353205174e-25,-10.417518
1,axo23.H9B,-1.1408861,3.10561356275258e-25,-10.518289
1,axo14.E6A,-1.5589901,1.9911813333115752e-25,-10.561459
1,axo3.E5,-1.1899637,2.8906085825093405e-26,-10.743484
1,axo14.A4A,-1.4993335,1.0605469485227024e-26,-10.839143
1,axo14.C1A,-1.6837056,8.18735327657569e-27,-10.863509
1,axo23.H5B,-1.3158244,5.51590415101969e-27,-10.90095
1,axo23.H6B,-1.4415597,1.887540386981369e-27,-10.999912
1,axo23.F8B,-1.5400747,4.49635210911072e-28,-11.131875
1,axo23.C1B,-1.1978842,1.8514236338605716e-28,-11.213733
1,axo9.E11A,-1.154723,7.181537884539373e-29,-11.299785
1,axo14.A2A,-1.3828081,6.836960132457567e-29,-11.304677
1,axo23.D4B,-1.390486,5.430539875688716e-29,-11.325275
1,axo14.F6A,-1.5381247,2.237113709914406e-29,-11.404735
1,axo23.A4B,-1.4171648,5.115959058160293e-30,-11.533641
1,axo23.C5B,-1.3366834,4.1438677710696824e-32,-11.948016
1,axo23.H4B,-1.4576619,1.8620829639267195e-32,-12.016484
1,axo23.H7B,-1.5799204,1.4341883600322953e-33,-12.232388
1,axo14.E10A,-1.5587145,4.899896012034317e-34,-12.32351
1,axo23.D9B,-1.4420305,1.2638823152941233e-34,-12.433244
1,axo3.B12,-1.3499295,9.356916525218217e-35,-12.457734
1,axo14.G2A,-1.5466253,3.8352734294320394e-38,-13.077268
1,axo14.A6A,-1.561964,1.7664060592341625e-38,-13.137171
1,axo23.G9B,-1.315284,8.051978912001227e-39,-13.197047
1,axo23.D5B,-1.670893,4.915100285024528e-40,-13.414088
1,axo23.G6B,-1.7552149,3.722438191272043e-40,-13.435892
1,axo23.H3B,-1.5103402,3.131606856537865e-40,-13.449912
1,axo23.E11B,-1.8582917,1.962336447182556e-40,-13.485682
1,axo23.D3B,-1.4794897,9.687005803589385e-41,-13.539555
1,axo23.G4B,-1.6212428,3.340956998241556e-41,-13.62081
1,axo23.A6B,-1.6503686,1.9636207159050049e-41,-13.660237
1,axo23.A11B,-1.7677867,4.9711653899864546e-42,-13.762639
1,axo3.H5,-1.1264421,1.9836361059553425e-42,-13.833163
1,axo23.F11B,-1.7962018,1.4082630980930518e-42,-13.860011
1,axo23.B7B,-1.6206241,6.289899246950962e-43,-13.923217
1,axo23.G3B,-1.5513207,4.384947500037858e-43,-13.950612
1,axo23.E9B,-1.5719781,1.882740465020772e-43,-14.015915
1,axo23.C4B,-1.6940395,9.935634841469896e-44,-14.063923
1,axo23.C8B,-1.813614,5.312788838048451e-44,-14.109066
1,axo23.B10B,-1.4384594,9.370051980301253e-45,-14.240782
1,axo23.F7B,-1.7775091,8.385022323809261e-45,-14.249607
1,axo23.F6B,-1.6255417,4.500426447872139e-45,-14.295176
1,axo23.A2B,-1.4854213,2.5784343430667925e-45,-14.336139
1,axo23.B6B,-1.617188,1.777666920553907e-45,-14.365426
1,axo23.H8B,-1.7977998,7.847617650601193e-46,-14.423163
1,axo23.F5B,-1.7821602,4.4579460228994175e-48,-14.797877
1,axo23.C7B,-1.6192334,1.4109968607876902e-48,-14.87672
1,axo23.E3B,-1.7660954,7.927392534215035e-49,-14.916944
1,axo23.F2B,-1.6074806,2.6682462263967097e-49,-14.991168
1,axo23.B4B,-1.6539227,1.7403195323421965e-49,-15.021291
1,axo23.F12B,-1.9532198,1.166277059710973e-50,-15.210978
1,axo23.A8B,-1.7568202,9.119130704152037e-51,-15.2292185
1,axo23.B5B,-1.7345853,6.65014913505564e-51,-15.254353
1,axo23.D7B,-1.8538758,4.222392215239801e-52,-15.43805
1,axo23.A7B,-1.6292605,2.352497308583753e-52,-15.47826
1,axo23.G11B,-2.0154936,1.561890037673299e-52,-15.509945
1,axo23.C3B,-1.6547846,1.4751092181650628e-52,-15.516468
1,axo23.F3B,-1.7430766,6.040266431824895e-54,-15.726274
1,axo23.E7B,-1.937011,3.523268866974402e-54,-15.763618
1,axo23.H2B,-1.898004,3.526264351147261e-55,-15.915357
1,axo23.B11B,-1.9210666,3.526264351147261e-55,-15.916453
1,axo23.B3B,-1.7949988,1.646518662399792e-56,-16.122585
1,axo23.G1B,-1.713219,1.2112745105862095e-57,-16.287931
1,axo23.B8B,-1.77848,2.4609460893210273e-58,-16.390415
1,axo23.C11B,-1.9502159,1.6612570452752758e-63,-17.110624
1,axo23.E1B,-1.6676067,1.5282376144811194e-63,-17.122341
1,axo23.D1B,-1.6151377,4.176944777889763e-64,-17.214342
1,axo23.E5B,-2.0269494,4.368277549233163e-68,-17.747358
1,axo23.E2B,-1.8870864,2.6881010193023503e-70,-18.043379
1,axo23.A1B,-1.7589093,4.8676048362991464e-71,-18.153358
1,axo23.A9B,-2.0643458,1.1070872577114822e-74,-18.667175
2,axo14.E10A,1.1338433,4.95880293019138e-62,17.04065
2,axo9.E11A,1.0494366,2.4901006931435806e-61,16.9052
2,axo10.F9B,1.020292,1.9615026131543642e-57,16.341139
2,axo10.G9B,1.0540358,1.9615026131543642e-57,16.325603
2,axo9.C7A,1.0210291,5.991782394526808e-56,16.101797
2,axo11.A8B,1.0270083,8.112041842938831e-56,16.058973
2,axo10.F4,0.9685934,8.112041842938831e-56,16.055777
2,axo16.F6B,1.0327936,8.112041842938831e-56,16.053905
2,axo11.G1B,0.9973065,1.1711511749211645e-55,16.023783
2,axo9.A8A,1.0361189,2.7360342932299877e-55,15.964373
2,axo14.F6A,1.0765423,3.9538769797151964e-55,15.935426
2,axo10.F10,1.01062,4.878080354342543e-54,15.772094
2,axo8.B8A,1.0769724,8.071983820023851e-54,15.73519
2,axo9.E7A,0.99531674,6.766582580727051e-53,15.595299
2,axo9.G8A,0.99036837,9.537064750755384e-53,15.568954
2,axo14.B4A,1.0147768,2.0599698296585524e-52,15.515473
2,axo14.A2A,1.0249127,3.579979950151923e-52,15.476058
2,axo9.D3A,0.9805251,5.368189821667105e-51,15.297113
2,axo10.C4,0.9526286,1.3014248906914798e-50,15.2358265
2,axo10.A7,0.942375,9.792203265971336e-50,15.0999775
2,axo10.A3,0.9674057,1.778329222005456e-49,15.057357
2,axo23.H7B,1.0208613,3.2583642237312435e-49,15.014178
2,axo16.C12,0.96323353,1.2450110828585453e-48,14.922059
2,axo9.E8A,0.9663206,1.8714849890639517e-48,14.891996
2,axo9.H10A,0.9250245,3.341256867023944e-48,14.850462
2,axo8.C2A,1.0103296,3.5883543829153224e-48,14.843048
2,axo10.A12,0.9595597,3.681672486579095e-48,14.838794
2,axo14.G2A,0.97244817,5.946829590198296e-48,14.804146
2,axo8.H1B,0.91505104,2.3872743243687335e-46,14.551349
2,axo14.F11A,0.9906488,6.3780988473998484e-46,14.481645
2,axo10.D4,0.913156,1.1533037812707025e-45,14.438617
2,axo14.A6A,0.97041523,1.596860523791055e-45,14.413977
2,axo10.F12,0.897856,2.1006280037510835e-45,14.392903
2,axo2.A10,0.9601308,8.45672437530291e-45,14.2942
2,axo3.G7,0.9187761,3.495410131217548e-44,14.193029
2,axo14.D6A,0.93538964,6.753386319021817e-44,14.144798
2,axo10.F2B,0.8861499,6.954982624580134e-44,14.1408
2,axo9.C2A,0.8690333,7.487985712270526e-44,14.133726
2,axo16.F7B,0.8849075,1.6944421519124209e-43,14.074279
2,axo2.G3,0.94609547,2.84354406315635e-43,14.035837
2,axo8.C1B,0.9308439,2.910221663770734e-43,14.032443
2,axo10.A3B,0.8803264,2.6675727192883365e-42,13.872739
2,axo9.F1A,0.82201314,3.218826879023442e-42,13.857572
2,axo14.B10A,0.9476696,4.409203487967646e-42,13.833308
2,axo10.C11,0.9128685,5.266804396918603e-42,13.818903
2,axo23.F8B,0.9469826,1.3692220760255534e-41,13.748362
2,axo14.H3A,0.9819571,1.8260738528757003e-41,13.725954
2,axo14.D3A,0.9707336,9.470877403323245e-41,13.604601
2,axo14.D5A,0.95214254,1.304801540208052e-40,13.579644
2,axo9.E5A,0.8487663,2.006333902962997e-40,13.54661
2,axo14.H7A,0.8792206,3.251975713339416e-40,13.509645
2,axo10.E10,0.8014461,3.4419807525384607e-40,13.504034
2,axo3.F6,0.8832552,4.031219958382936e-40,13.490987
2,axo9.H4A,0.8485894,4.218197779341964e-40,13.486265
2,axo14.D2A,0.965604,5.128844261406245e-40,13.470487
2,axo10.G12,0.8576085,7.668626495725938e-40,13.439421
2,axo3.E6,0.9085924,8.189795393634026e-40,13.433244
2,axo14.B6A,0.93153095,9.613565428897988e-40,13.420083
2,axo3.A6,0.9237852,1.1456208178391111e-39,13.405813
2,axo9.E2A,0.8595519,2.1887352049061804e-39,13.35645
2,axo9.A12A,0.8584418,2.4067697557218773e-39,13.348146
2,axo3.A1,0.8757589,2.617493400560576e-39,13.340679
2,axo3.D3,0.91213757,3.419141230363513e-39,13.319554
2,axo14.E6A,0.9285847,4.318384725381258e-39,13.300933
2,axo16.C9,0.8676875,5.517682933539299e-39,13.281436
2,axo8.A2B,0.85353017,6.378551480142934e-39,13.268901
2,axo8.E3A,0.86957,6.378551480142934e-39,13.268305
2,axo9.H3A,0.86126405,1.1037374125396108e-38,13.226031
2,axo8.B5B,0.87525094,1.534271248195791e-38,13.200147
2,axo9.C11A,0.8656221,3.3127636775780495e-38,13.140949
2,axo9.C12A,0.84397477,4.5644445873874775e-38,13.1156
2,axo9.H11A,0.8287791,4.6447891763676556e-38,13.113216
2,axo14.B7A,0.9222127,5.472386712033773e-38,13.099731
2,axo8.E10A,0.9207832,5.613401398881966e-38,13.096767
2,axo3.F8,0.872111,7.711716181517538e-38,13.071614
2,axo10.E11,0.8149901,1.6331788379476707e-37,13.013404
2,axo10.A10,0.84043336,1.7209840206622552e-37,13.008404
2,axo10.E6,0.8076725,1.801999997392513e-37,13.0039015
2,axo10.A9B,0.8498958,2.5728394999593974e-37,12.975671
2,axo3.B12,0.8319621,3.7564508157727744e-37,12.945676
2,axo9.G12A,0.8173244,4.47074936010799e-37,12.931346
2,axo10.B1,0.82052606,5.204557032957892e-37,12.918713
2,axo9.E1A,0.81121176,5.9938384882764605e-37,12.906909
2,axo14.A4A,0.85280627,6.2069213049821795e-37,12.90258
2,axo9.G7A,0.8323937,6.2069213049821795e-37,12.902384
2,axo23.D7B,0.871806,9.384469747525087e-37,12.869591
2,axo8.D7B,0.84642804,1.0213843963785415e-36,12.862154
2,axo16.A4B,0.83479387,1.0659672277173716e-36,12.857968
2,axo14.C1A,0.9029435,1.3236817987134967e-36,12.8403425
2,axo14.F4A,0.8686049,1.3889727698665807e-36,12.83575
2,axo23.E8B,0.84784347,1.5248310629694585e-36,12.827664
2,axo3.B1,0.8141556,2.7694262338332365e-36,12.780488
2,axo3.H5,0.7652821,3.532138997695923e-36,12.760713
